,ID,A1,A2,A3,A4,A5,Score,source,target,source_tag,target_tag
9095,3150__weakness_53__strength_50,3,1,1,0,0,0.45632576399999997,weakness,strength,"('weakness', 'NN')","('strength', 'NN')"
9098,7083__guarantee_9__exchange_11,2,1,1,0,0,0.45632576399999997,guarantee,exchange,"('guarantee', 'NN')","('exchange', 'NN')"
9101,3201__service_6__resources_10,2,1,1,0,0,0.45632576399999997,service,resources,"('service', 'NN')","('resources', 'NNS')"
9122,3734__information_13__handling_14,2,1,1,0,0,0.45523788,information,handling,"('information', 'NN')","('handling', 'NN')"
9123,1242__elements_18__fusion_12,2,1,1,0,0,0.45523788,elements,fusion,"('elements', 'NNS')","('fusion', 'NN')"
9131,7117__civilization_6__sign_4,1,1,1,0,0,0.45462057100000003,civilization,sign,"('civilization', 'NN')","('sign', 'NN')"
9139,820__drawn_25__carry_30,2,1,1,0,0,0.453813333,drawn,carry,"('drawn', 'NN')","('carry', 'NN')"
9145,2168__reception_52__set-out_50,2,2,1,0,0,0.45358348200000004,reception,set-out,"('reception', 'NN')","('set-out', 'NN')"
9146,6439__children_4__attitudes_6,2,2,1,0,0,0.453456829,children,attitudes,"('children', 'NNS')","('attitudes', 'NNS')"
9149,1649__society_32__pokes_25,2,2,2,0,0,0.45332725799999996,society,pokes,"('society', 'NN')","('pokes', 'NNS')"
9153,5099__unlock_6__lot_8,2,2,1,0,0,0.45326013200000004,unlock,lot,"('unlock', 'NN')","('lot', 'NN')"
9155,6963__retirement_8__recovery_14,3,2,1,0,0,0.45283173200000004,retirement,recovery,"('retirement', 'NN')","('recovery', 'NN')"
9157,7042__politicians_22__deal_20,2,2,1,0,0,0.452728336,politicians,deal,"('politicians', 'NNS')","('deal', 'NN')"
9160,6708__warfare_16__form_13,2,2,1,0,0,0.452641742,warfare,form,"('warfare', 'NN')","('form', 'NN')"
9165,3230__illustration_4__course_13,2,2,1,0,0,0.452507324,illustration,course,"('illustration', 'NN')","('course', 'NN')"
9166,3123__spending_18__round_19,3,1,1,0,0,0.452342045,spending,round,"('spending', 'NN')","('round', 'NN')"
9167,1928__proportions_26__crash_23,2,1,1,0,0,0.452286333,proportions,crash,"('proportions', 'NNS')","('crash', 'NN')"
9168,6147__information_15__twin_8,2,2,1,0,0,0.452286333,information,twin,"('information', 'NN')","('twin', 'NN')"
9171,2594__murder_18__form_13,2,2,1,0,0,0.452146216,murder,form,"('murder', 'NN')","('form', 'NN')"
9172,1852__battle_21__commanders_18,2,2,1,0,0,0.452009084,battle,commanders,"('battle', 'NN')","('commanders', 'NNS')"
9176,8150__walls_3__pale_5,2,2,2,0,0,0.451826076,walls,pale,"('walls', 'NNS')","('pale', 'NN')"
9182,6354__commitment_7__route_12,3,3,1,0,0,0.451614623,commitment,route,"('commitment', 'NN')","('route', 'NN')"
9188,4519__data_16__access_11,1,1,0,0,0,0.451285901,data,access,"('data', 'NNS')","('access', 'NN')"
9189,2138__share_45__estate_49,1,1,0,0,0,0.451285901,share,estate,"('share', 'NN')","('estate', 'NN')"
9190,2704__tenant_12__deposit_14,1,1,1,0,0,0.450751119,tenant,deposit,"('tenant', 'NN')","('deposit', 'NN')"
9193,1974__note_14__spot_16,2,2,1,0,0,0.450608815,note,spot,"('note', 'NN')","('spot', 'NN')"
9194,1394__pi??ata_11__streets_15,3,3,1,0,0,0.450598138,pi??ata,streets,"('pi??ata', 'NN')","('streets', 'NNS')"
9195,1212__reaction_25__forces_23,2,2,1,0,0,0.45016165399999997,reaction,forces,"('reaction', 'NN')","('forces', 'NNS')"
9197,6428__teachers_7__attitudes_9,2,2,1,0,0,0.45016165399999997,teachers,attitudes,"('teachers', 'NNS')","('attitudes', 'NNS')"
9208,6247__steps_10__introduce_17,1,1,1,1,0,0.449772636,steps,introduce,"('steps', 'NNS')","('introduce', 'NN')"
9209,6195__force_7__distribution_3,1,1,1,1,0,0.449772636,force,distribution,"('force', 'NN')","('distribution', 'NN')"
9210,1767__hire_3__leader_9,2,1,1,0,0,0.44973609700000006,hire,leader,"('hire', 'NN')","('leader', 'NN')"
9218,6801__intellectualism_5__freedom_7,2,2,1,0,0,0.449410496,intellectualism,freedom,"('intellectualism', 'NN')","('freedom', 'NN')"
9219,849__trade_13__view_15,2,1,1,0,0,0.449410496,trade,view,"('trade', 'NN')","('view', 'NN')"
9220,3543__role_21__reduction_18,2,1,1,0,0,0.449410496,role,reduction,"('role', 'NN')","('reduction', 'NN')"
9222,2047__crime_16__squad_17,1,1,1,1,0,0.44926587799999995,crime,squad,"('crime', 'NN')","('squad', 'NN')"
9226,2932__person_10__attend_28,1,1,1,0,0,0.449182907,person,attend,"('person', 'NN')","('attend', 'NN')"
9231,6919__by-product_18__destruction_28,2,2,1,0,0,0.44891497,by-product,destruction,"('by-product', 'NN')","('destruction', 'NN')"
9235,3564__glimpse_2__level_12,2,2,1,0,0,0.44891497,glimpse,level,"('glimpse', 'NN')","('level', 'NN')"
9236,1482__amendments_10__plans_15,2,2,1,0,0,0.44891497,amendments,plans,"('amendments', 'NNS')","('plans', 'NNS')"
9245,3232__substance_14__aims_17,2,2,0,0,0,0.447503517,substance,aims,"('substance', 'NN')","('aims', 'NNS')"
9254,2952__hustings_18__challenger_15,3,2,0,0,0,0.447261226,hustings,challenger,"('hustings', 'NNS')","('challenger', 'NN')"
9257,6271__homogeneity_14__substructure_17,3,3,0,0,0,0.447248456,homogeneity,substructure,"('homogeneity', 'NN')","('substructure', 'NN')"
9259,7087__paper_22__possesses_25,2,1,0,0,0,0.44714786,paper,possesses,"('paper', 'NN')","('possesses', 'NNS')"
9262,1275__tandem_14__response_21,3,2,1,0,0,0.446638566,tandem,response,"('tandem', 'NN')","('response', 'NN')"
9264,4820__steel_43__deal_39,2,2,1,0,0,0.446638566,steel,deal,"('steel', 'NN')","('deal', 'NN')"
9266,3552__course_5__anxiety_14,3,2,0,0,0,0.446221373,course,anxiety,"('course', 'NN')","('anxiety', 'NN')"
9268,753__time_9__demand_7,3,1,1,0,0,0.445587157,time,demand,"('time', 'NN')","('demand', 'NN')"
9269,4808__eyes_11__hint_4,2,2,1,0,0,0.445557221,eyes,hint,"('eyes', 'NNS')","('hint', 'NN')"
9275,6243__effort_12__content_19,2,2,1,0,0,0.444702076,effort,content,"('effort', 'NN')","('content', 'NN')"
9284,4524__services_28__viewpoint_23,2,1,1,0,0,0.444456845,services,viewpoint,"('services', 'NNS')","('viewpoint', 'NN')"
9290,873__items_4__combine_3,1,1,1,1,0,0.44421062299999997,items,combine,"('items', 'NNS')","('combine', 'NN')"
9293,2641__line_8__approach_2,2,2,1,0,0,0.443450047,line,approach,"('line', 'NN')","('approach', 'NN')"
9294,2614__harm_37__line_42,2,2,1,0,0,0.443450047,harm,line,"('harm', 'NN')","('line', 'NN')"
9295,5846__sigh_26__magnifies_15,3,2,0,0,0,0.443408376,sigh,magnifies,"('sigh', 'NN')","('magnifies', 'NNS')"
9298,4560__tools_17__solution_20,1,1,1,0,0,0.44335001,tools,solution,"('tools', 'NNS')","('solution', 'NN')"
9303,1749__development_10__team_11,1,1,1,0,0,0.44335001,development,team,"('development', 'NN')","('team', 'NN')"
9304,3016__tour_26__planning_24,1,1,1,0,0,0.44335001,tour,planning,"('tour', 'NN')","('planning', 'NN')"
9305,4483__resolution_39__offer_37,1,1,1,0,0,0.44335001,resolution,offer,"('resolution', 'NN')","('offer', 'NN')"
9308,13069__property_4__market_5,1,1,1,0,0,0.44335001,property,market,"('property', 'NN')","('market', 'NN')"
9315,1048__agents_4__charge_6,1,1,1,0,0,0.44335001,agents,charge,"('agents', 'NNS')","('charge', 'NN')"
9316,4554__estimates_7__base_5,1,1,1,0,0,0.44335001,estimates,base,"('estimates', 'NNS')","('base', 'NN')"
9319,2155__kitchen_20__round_18,1,1,1,0,0,0.44335001,kitchen,round,"('kitchen', 'NN')","('round', 'NN')"
9326,1249__contrast_7__soupy_12,3,2,0,0,0,0.443257821,contrast,soupy,"('contrast', 'NN')","('soupy', 'NNS')"
9329,6505__age_19__aim_5,2,2,1,0,0,0.44324970799999996,age,aim,"('age', 'NN')","('aim', 'NN')"
9334,1654__mind_4__consider_8,2,2,1,0,0,0.44324970799999996,mind,consider,"('mind', 'NN')","('consider', 'NN')"
9337,1481__pull_6__float_16,3,1,0,0,0,0.442762295,pull,float,"('pull', 'NN')","('float', 'NN')"
9339,9645__fool_7__war_2,3,1,0,0,0,0.442762295,fool,war,"('fool', 'NN')","('war', 'NN')"
9344,4526__data_15__sources_16,1,1,1,0,0,0.442597041,data,sources,"('data', 'NNS')","('sources', 'NNS')"
9346,6220__information_19__support_20,1,1,1,0,0,0.44259324,information,support,"('information', 'NN')","('support', 'NN')"
9358,6178__executive_28__joins_31,1,1,1,0,0,0.44259324,executive,joins,"('executive', 'NN')","('joins', 'NNS')"
9360,1322__responses_26__role_16,2,2,1,0,0,0.442332035,responses,role,"('responses', 'NNS')","('role', 'NN')"
9363,2580__jury_63__degree_67,2,2,1,0,0,0.442332035,jury,degree,"('jury', 'NN')","('degree', 'NN')"
9365,1455__union_14__steps_7,2,2,2,0,0,0.442287471,union,steps,"('union', 'NN')","('steps', 'NNS')"
9369,6461__omissions_32__impact_5,2,1,1,0,0,0.44144102,omissions,impact,"('omissions', 'NNS')","('impact', 'NN')"
9380,5461__return_13__fall_16,2,2,1,0,0,0.440934344,return,fall,"('return', 'NN')","('fall', 'NN')"
9381,3539__facilitate_33__barriers_28,3,3,0,0,0,0.440866669,facilitate,barriers,"('facilitate', 'NN')","('barriers', 'NNS')"
9384,859__switch_22__shadow_27,3,2,0,0,0,0.440528701,switch,shadow,"('switch', 'NN')","('shadow', 'NN')"
9387,2049__path_13__join_15,2,1,1,0,0,0.440525745,path,join,"('path', 'NN')","('join', 'NN')"
9400,1356__level_3__deals_6,2,1,1,0,0,0.43943566100000003,level,deals,"('level', 'NN')","('deals', 'NNS')"
9401,15794__stairs_10__manage_8,2,1,1,0,0,0.43937748,stairs,manage,"('stairs', 'NNS')","('manage', 'NN')"
9403,4499__databases_22__resource_21,3,2,1,0,0,0.439055429,databases,resource,"('databases', 'NNS')","('resource', 'NN')"
9411,3581__opposition_21__view_24,2,1,1,0,0,0.438272285,opposition,view,"('opposition', 'NN')","('view', 'NN')"
9415,2832__blazers_21__dapper_17,2,1,1,0,0,0.43762501600000003,blazers,dapper,"('blazers', 'NNS')","('dapper', 'NN')"
9424,4540__limits_10__return_17,2,2,1,0,0,0.43729554200000004,limits,return,"('limits', 'NNS')","('return', 'NN')"
9427,3594__gap_17__forces_23,2,2,1,0,0,0.43699007700000003,gap,forces,"('gap', 'NN')","('forces', 'NNS')"
9430,7016__party_52__sections_49,1,1,1,0,0,0.436655141,party,sections,"('party', 'NN')","('sections', 'NNS')"
9434,8732__rent_8__lot_12,2,1,1,0,0,0.436507004,rent,lot,"('rent', 'NN')","('lot', 'NN')"
9439,3474__law_33__rule_31,2,1,1,0,0,0.436507004,law,rule,"('law', 'NN')","('rule', 'NN')"
9441,6508__parents_7__contact_5,2,1,1,0,0,0.436507004,parents,contact,"('parents', 'NNS')","('contact', 'NN')"
9444,577__barrier_3__lay_4,2,1,1,0,0,0.436507004,barrier,lay,"('barrier', 'NN')","('lay', 'NN')"
9446,6828__age_13__fix_18,2,1,1,0,0,0.436507004,age,fix,"('age', 'NN')","('fix', 'NN')"
9447,3474__observe_29__rule_31,2,1,1,0,0,0.436507004,observe,rule,"('observe', 'NN')","('rule', 'NN')"
9449,894__description_13__accurate_12,1,1,1,1,0,0.436498515,description,accurate,"('description', 'NN')","('accurate', 'NN')"
9457,1074__congestion_11__relieve_9,2,1,1,0,0,0.43544638,congestion,relieve,"('congestion', 'NN')","('relieve', 'NNS')"
9463,6403__change_5__fashion_10,2,2,1,0,0,0.43487801600000003,change,fashion,"('change', 'NN')","('fashion', 'NN')"
9468,1951__position_15__gambler_18,1,1,1,0,0,0.43437278100000004,position,gambler,"('position', 'NN')","('gambler', 'NN')"
9471,3593__communities_19__planning_27,2,2,1,0,0,0.434010578,communities,planning,"('communities', 'NNS')","('planning', 'NN')"
9474,11479__staff_10__rules_6,1,1,0,0,0,0.433592717,staff,rules,"('staff', 'NN')","('rules', 'NNS')"
9475,2108__factories_34__output_31,1,1,1,0,0,0.43354221299999995,factories,output,"('factories', 'NNS')","('output', 'NN')"
9483,5701__gun_2__threat_4,2,1,1,0,0,0.432158517,gun,threat,"('gun', 'NN')","('threat', 'NN')"
9489,4491__manufacturers_52__plants_48,2,1,1,1,0,0.431461737,manufacturers,plants,"('manufacturers', 'NNS')","('plants', 'NNS')"
9492,2706__shop_16__front_13,2,2,0,0,0,0.430680325,shop,front,"('shop', 'NN')","('front', 'NN')"
9500,3157__variance_23__capital_7,2,1,1,0,0,0.43019653,variance,capital,"('variance', 'NN')","('capital', 'NN')"
9502,3162__stage_17__move_15,2,1,1,0,0,0.43019653,stage,move,"('stage', 'NN')","('move', 'NN')"
9507,1873__process_3__building_6,2,1,1,0,0,0.43019653,process,building,"('process', 'NN')","('building', 'NN')"
9508,3093__policyholders_25__owes_20,2,1,1,0,0,0.43019653,policyholders,owes,"('policyholders', 'NNS')","('owes', 'NN')"
9516,694__treatments_8__attraction_4,2,1,0,0,0,0.43015330799999996,treatments,attraction,"('treatments', 'NNS')","('attraction', 'NN')"
9527,3464__level_15__generates_12,1,1,1,0,0,0.429842028,level,generates,"('level', 'NN')","('generates', 'NNS')"
9528,2698__rent_24__deposits_22,1,1,1,0,0,0.429842028,rent,deposits,"('rent', 'NN')","('deposits', 'NNS')"
9531,1260__predecessors_24__name_20,2,1,1,0,0,0.429842028,predecessors,name,"('predecessors', 'NNS')","('name', 'NN')"
9532,2698__fraud_30__deposits_22,2,1,1,0,0,0.429842028,fraud,deposits,"('fraud', 'NN')","('deposits', 'NNS')"
9534,8704__football_11__team_12,1,1,1,0,0,0.429842028,football,team,"('football', 'NN')","('team', 'NN')"
9535,6905__education_35__direct_30,1,1,1,0,0,0.429842028,education,direct,"('education', 'NN')","('direct', 'NN')"
9542,2984__reflectors_34__warn_39,1,1,1,0,0,0.429842028,reflectors,warn,"('reflectors', 'NNS')","('warn', 'NN')"
9545,1208__building_31__system_32,2,1,1,0,0,0.429842028,building,system,"('building', 'NN')","('system', 'NN')"
9554,6350__detail_5__model_9,2,2,1,0,0,0.42952010700000004,detail,model,"('detail', 'NN')","('model', 'NN')"
9556,5709__sandwiches_26__starving_34,3,2,0,0,0,0.429478436,sandwiches,starving,"('sandwiches', 'NNS')","('starving', 'NN')"
9564,4569__research_11__role_8,2,1,1,0,0,0.429212053,research,role,"('research', 'NN')","('role', 'NN')"
9565,4569__example_4__role_8,2,1,1,0,0,0.429212053,example,role,"('example', 'NN')","('role', 'NN')"
9569,3533__fashion_10__structures_17,3,2,0,0,0,0.42898291,fashion,structures,"('fashion', 'NN')","('structures', 'NNS')"
9571,6271__roads_23__form_20,2,1,1,0,0,0.428941385,roads,form,"('roads', 'NNS')","('form', 'NN')"
9573,6838__philosophers_21__drawn_15,3,1,1,0,0,0.428921464,philosophers,drawn,"('philosophers', 'NNS')","('drawn', 'NN')"
9579,13730__sort_5__manage_3,2,2,1,0,0,0.428921464,sort,manage,"('sort', 'NN')","('manage', 'NN')"
9581,824__event_3__piece_16,2,2,1,0,0,0.428921464,event,piece,"('event', 'NN')","('piece', 'NN')"
9583,3029__prospect_28__trouble_18,2,2,1,0,0,0.428921464,prospect,trouble,"('prospect', 'NN')","('trouble', 'NN')"
9586,503__gifts_30__mark_43,2,2,1,0,0,0.428921464,gifts,mark,"('gifts', 'NNS')","('mark', 'NN')"
9587,7091__merge_27__wishes_20,2,2,1,0,0,0.428921464,merge,wishes,"('merge', 'NN')","('wishes', 'NNS')"
9594,2959__minds_23__power_18,2,1,1,0,0,0.42846934,minds,power,"('minds', 'NNS')","('power', 'NN')"
9595,1020__people_28__response_26,2,1,1,0,0,0.42846934,people,response,"('people', 'NNS')","('response', 'NN')"
9596,1917__operation_21__decision_25,2,1,1,0,0,0.42846934,operation,decision,"('operation', 'NN')","('decision', 'NN')"
9604,3730__characteristics_22__fields_27,2,2,1,0,0,0.427445841,characteristics,fields,"('characteristics', 'NNS')","('fields', 'NNS')"
9607,1459__force_36__worlds_27,3,2,0,0,0,0.427221248,force,worlds,"('force', 'NN')","('worlds', 'NNS')"
9612,148__drawings_13__terse_4,3,2,0,0,0,0.427221248,drawings,terse,"('drawings', 'NNS')","('terse', 'NN')"
9613,5680__creature_7__count_11,3,2,0,0,0,0.427221248,creature,count,"('creature', 'NN')","('count', 'NN')"
9622,6618__results_23__negation_27,3,1,1,0,0,0.42687273299999995,results,negation,"('results', 'NNS')","('negation', 'NN')"
9627,6596__actions_37__produce_39,2,1,1,0,0,0.42662373299999995,actions,produce,"('actions', 'NNS')","('produce', 'NN')"
9642,6513__access_15__support_19,2,1,1,0,0,0.425737146,access,support,"('access', 'NN')","('support', 'NN')"
9645,2671__deposit_11__kept_7,2,1,1,0,0,0.425737146,deposit,kept,"('deposit', 'NN')","('kept', 'NN')"
9647,861__equivalents_12__return_3,1,1,1,0,0,0.425737146,equivalents,return,"('equivalents', 'NNS')","('return', 'NN')"
9649,1472__bill_33__attach_30,1,1,1,0,0,0.425737146,bill,attach,"('bill', 'NN')","('attach', 'NN')"
9653,6850__youth_8__approach_4,2,1,1,0,0,0.425737146,youth,approach,"('youth', 'NN')","('approach', 'NN')"
9655,3647__leaders_38__support_34,1,1,1,0,0,0.425737146,leaders,support,"('leaders', 'NNS')","('support', 'NN')"
9656,3581__remarks_4__support_10,2,1,1,0,0,0.425737146,remarks,support,"('remarks', 'NNS')","('support', 'NN')"
9658,6555__information_27__sources_25,1,1,1,0,0,0.425737146,information,sources,"('information', 'NN')","('sources', 'NNS')"
9660,8552__attempt_14__force_16,1,1,1,0,0,0.425737146,attempt,force,"('attempt', 'NN')","('force', 'NN')"
9662,3750__attention_19__role_22,1,1,1,0,0,0.425737146,attention,role,"('attention', 'NN')","('role', 'NN')"
9666,190__promote_12__cause_14,1,1,1,0,0,0.425737146,promote,cause,"('promote', 'NN')","('cause', 'NN')"
9682,526__faith_36__hand_33,2,1,1,0,0,0.425369826,faith,hand,"('faith', 'NN')","('hand', 'NN')"
9687,6660__rules_26__incarnation_20,3,3,1,0,0,0.425234279,rules,incarnation,"('rules', 'NNS')","('incarnation', 'NN')"
9688,1852__network_4__battle_21,3,2,2,0,0,0.425234279,network,battle,"('network', 'NN')","('battle', 'NN')"
9701,575__incineration_9__plant_10,2,1,0,0,0,0.42507265,incineration,plant,"('incineration', 'NN')","('plant', 'NN')"
9705,6490__backgrounds_15__range_12,1,1,1,0,0,0.424619133,backgrounds,range,"('backgrounds', 'NNS')","('range', 'NN')"
9709,2995__monitor_15__activity_17,1,1,1,0,0,0.424619133,monitor,activity,"('monitor', 'NN')","('activity', 'NN')"
9712,6473__section_3__examines_4,2,1,1,0,0,0.424619133,section,examines,"('section', 'NN')","('examines', 'NNS')"
9716,6864__strategies_24__form_23,1,1,1,0,0,0.424619133,strategies,form,"('strategies', 'NNS')","('form', 'NN')"
9717,3505__control_23__powers_26,1,1,1,0,0,0.424619133,control,powers,"('control', 'NN')","('powers', 'NNS')"
9720,8406__network_3__sources_5,1,1,1,0,0,0.424619133,network,sources,"('network', 'NN')","('sources', 'NNS')"
9721,1261__career_12__aspects_9,1,1,1,0,0,0.424619133,career,aspects,"('career', 'NN')","('aspects', 'NNS')"
9728,2706__month_6__deduct_3,2,1,1,0,0,0.424619133,month,deduct,"('month', 'NN')","('deduct', 'NN')"
9731,3550__withdrawal_5__support_8,2,1,1,0,0,0.424619133,withdrawal,support,"('withdrawal', 'NN')","('support', 'NN')"
9732,6526__centres_8__network_4,1,1,1,0,0,0.424619133,centres,network,"('centres', 'NNS')","('network', 'NN')"
9742,4534__system_2__contains_9,2,1,1,0,0,0.424539939,system,contains,"('system', 'NN')","('contains', 'NNS')"
9746,2932__person_10__cool_7,1,1,1,0,0,0.424539939,person,cool,"('person', 'NN')","('cool', 'NN')"
9752,4498__construct_8__mosaics_11,1,1,1,0,0,0.42396325,construct,mosaics,"('construct', 'NN')","('mosaics', 'NNS')"
9753,4497__Events_12__produces_8,1,1,1,0,0,0.42396325,Events,produces,"('Events', 'NNS')","('produces', 'NNS')"
9759,6455__changes_16__attitude_18,1,1,1,0,0,0.423885085,changes,attitude,"('changes', 'NNS')","('attitude', 'NN')"
9765,6372__girls_7__proportion_2,1,1,1,0,0,0.423885085,girls,proportion,"('girls', 'NNS')","('proportion', 'NN')"
9769,3599__predictions_3__scale_14,2,1,1,0,0,0.423695076,predictions,scale,"('predictions', 'NNS')","('scale', 'NN')"
9770,3752__highlights_2__standards_23,2,1,1,0,0,0.423695076,highlights,standards,"('highlights', 'NNS')","('standards', 'NNS')"
9771,8372__death_7__situations_13,2,1,1,0,0,0.423695076,death,situations,"('death', 'NN')","('situations', 'NNS')"
9772,5728__short??comings_12__course_18,2,1,1,0,0,0.423695076,short??comings,course,"('short??comings', 'NNS')","('course', 'NN')"
9784,3739__effect_2__matrix_13,2,2,1,0,0,0.423365602,effect,matrix,"('effect', 'NN')","('matrix', 'NN')"
9786,7447__proceedings_6__hold_4,2,1,1,0,0,0.422733253,proceedings,hold,"('proceedings', 'NNS')","('hold', 'NN')"
9788,4554__unit_35__source_34,1,1,1,0,0,0.422733253,unit,source,"('unit', 'NN')","('source', 'NN')"
9789,3688__behaviour_37__link_29,2,1,1,0,0,0.422361836,behaviour,link,"('behaviour', 'NN')","('link', 'NN')"
9793,2779__adoptive_8__daughter_9,2,1,1,0,0,0.422129332,adoptive,daughter,"('adoptive', 'NN')","('daughter', 'NN')"
